txn_id,member_id,date,request_type,revenue,variable_cost,partner_fee,sla_met
T200416,M101405,2025-11-08,Lifestyle,17.32,3.76,0.47,0
T200417,M100609,2025-10-25,Travel,25.61,8.27,0.58,1
T200418,M100067,2025-12-21,Dining,7.93,5.05,0.89,1
T200419,M101591,2025-09-13,Dining,11.52,8.24,0.92,1
T200420,M101104,2025-10-22,Events,17.34,9.84,0.86,1
T200421,M101018,2026-01-17,Events,17.6,8.7,0.52,1
T200422,M101031,2026-02-08,Lifestyle,10.15,8.05,1.24,1
T200423,M101535,2026-02-23,Travel,19.2,9.72,1.01,1
T200424,M101384,2025-09-26,Dining,13.55,3.16,1.0,1
T200425,M101206,2025-09-30,Gifts,10.54,8.33,0.91,1
T200426,M101407,2025-12-01,Travel,19.99,7.63,0.54,1
T200427,M100519,2025-10-18,Travel,16.19,7.59,0.33,1
T200428,M101281,2025-09-19,Lifestyle,10.3,5.61,0.92,1
T200429,M101755,2026-01-28,Events,18.99,11.23,0.67,1
T200430,M100422,2025-09-02,Travel,19.34,9.3,0.69,1
T200431,M101027,2025-11-29,Lifestyle,17.38,2.83,1.14,0
T200432,M101226,2025-12-09,Travel,18.61,8.41,0.83,1
T200433,M100930,2026-01-28,Dining,11.64,7.79,1.13,1
T200434,M101743,2025-10-27,Dining,14.54,6.6,0.67,1
T200435,M100726,2025-11-09,Dining,8.4,9.51,0.78,1
T200436,M100392,2026-02-20,Travel,23.6,10.44,0.85,1
T200437,M100245,2025-11-01,Lifestyle,7.85,5.01,0.27,1
T200438,M101528,2026-01-31,Lifestyle,10.44,5.31,0.63,1
T200439,M101235,2026-01-07,Gifts,11.29,6.95,1.37,0
T200440,M101040,2025-11-07,Lifestyle,17.31,7.85,0.67,1
T200441,M100775,2025-10-08,Travel,23.36,9.71,0.95,1
T200442,M100737,2026-02-01,Travel,26.87,10.82,0.64,1
T200443,M101682,2025-12-02,Dining,12.3,7.25,0.64,0
T200444,M101224,2026-01-05,Events,12.0,8.29,0.98,1
T200445,M101737,2025-10-21,Travel,21.73,8.98,0.48,1
T200446,M101442,2025-09-29,Dining,13.25,5.59,1.17,1
T200447,M101381,2025-11-02,Lifestyle,6.89,7.34,1.15,1
T200448,M100996,2025-10-05,Dining,11.46,4.22,1.11,1
T200449,M100436,2025-12-06,Gifts,11.01,2.62,0.16,1
T200450,M101176,2025-11-10,Dining,11.25,5.38,0.91,1
T200451,M101288,2026-01-04,Events,16.83,9.0,1.56,1
T200452,M100939,2025-09-01,Gifts,14.36,6.3,0.25,1
T200453,M100036,2026-01-20,Dining,10.84,3.85,1.46,1
T200454,M101728,2025-09-13,Dining,18.95,9.49,0.02,1
T200455,M101487,2025-10-14,Events,13.77,8.92,1.1,1
T200456,M100633,2025-09-01,Events,14.9,10.58,0.32,1
T200457,M100888,2025-11-02,Travel,19.22,9.42,0.96,1
T200458,M100222,2025-12-24,Travel,19.34,10.38,1.29,1
T200459,M101686,2026-01-06,Dining,13.21,4.55,0.45,0
T200460,M100415,2026-01-24,Travel,18.95,3.97,1.64,1
T200461,M100679,2025-09-04,Lifestyle,14.05,7.56,0.5,1
T200462,M100771,2026-02-06,Dining,13.26,3.59,1.02,1
T200463,M100473,2025-10-03,Events,19.01,12.19,0.53,1
T200464,M101142,2025-10-23,Gifts,18.37,8.27,1.33,1
T200465,M101791,2026-02-03,Lifestyle,10.25,6.56,1.5,1
T200466,M101539,2025-09-14,Dining,12.14,5.09,0.76,1
T200467,M100955,2026-01-27,Events,18.17,9.33,1.44,1
T200468,M100235,2026-01-28,Events,16.33,9.5,0.99,1
T200469,M101553,2025-11-20,Dining,9.36,6.73,0.8,1
T200470,M100462,2026-02-07,Dining,10.85,4.35,0.52,0
T200471,M101639,2026-02-07,Lifestyle,9.17,3.2,0.63,1
T200472,M100711,2025-11-05,Travel,19.2,11.13,1.22,1
T200473,M100933,2025-09-05,Dining,5.99,5.96,0.63,1
T200474,M100786,2026-02-16,Events,15.35,9.53,1.14,1
T200475,M100820,2025-11-03,Travel,26.29,11.84,0.79,1
T200476,M100296,2025-11-09,Dining,4.97,5.71,1.45,1
T200477,M100995,2026-02-14,Travel,21.07,10.13,0.66,1
T200478,M100725,2026-01-30,Travel,19.73,8.93,0.32,1
T200479,M101525,2025-12-08,Events,24.42,14.95,0.45,1
T200480,M100858,2025-10-24,Travel,16.6,9.08,1.07,1
T200481,M101736,2026-01-17,Dining,10.75,6.01,0.88,1
T200482,M100533,2025-12-09,Events,12.25,9.8,0.91,1
T200483,M100590,2025-11-29,Gifts,11.81,6.81,1.13,1
T200484,M100066,2025-10-20,Events,13.33,8.66,0.48,1
T200485,M101329,2026-01-12,Dining,16.15,5.96,0.67,1
T200486,M100132,2025-10-24,Dining,10.6,4.24,0.75,1
T200487,M100513,2025-09-29,Lifestyle,6.74,5.9,0.95,0
T200488,M101638,2025-11-13,Dining,10.83,5.65,0.6,1
T200489,M101099,2025-10-19,Travel,19.81,9.55,0.74,1
T200490,M101005,2026-01-26,Gifts,13.8,7.44,0.71,1
T200491,M101448,2025-09-15,Gifts,14.55,7.66,0.35,1
T200492,M101388,2026-01-02,Lifestyle,15.09,9.57,0.72,1
T200493,M101595,2026-01-21,Travel,22.7,10.03,1.04,0
T200494,M101197,2025-11-19,Lifestyle,10.06,7.87,0.49,1
T200495,M100807,2025-12-18,Dining,11.73,2.59,0.39,1
T200496,M100235,2025-12-04,Lifestyle,12.71,5.9,0.77,1
T200497,M100665,2025-10-04,Travel,17.53,11.05,0.65,1
T200498,M101269,2025-11-21,Lifestyle,12.52,4.75,0.23,1
T200499,M100456,2025-12-20,Lifestyle,5.8,3.59,0.22,1
T200500,M101207,2025-10-04,Gifts,12.1,6.5,1.23,1
T200501,M100240,2025-12-19,Events,15.1,12.32,0.62,1
T200502,M100108,2025-09-06,Dining,14.96,10.57,1.2,1
T200503,M100656,2025-09-01,Events,12.4,10.61,1.11,1
T200504,M100413,2025-12-03,Dining,11.03,4.2,1.47,1
T200505,M101569,2025-10-10,Gifts,11.6,6.01,0.98,1
T200506,M100680,2025-10-21,Dining,12.07,10.63,0.67,1
T200507,M100753,2025-09-24,Dining,7.83,7.63,1.12,0
T200508,M100726,2025-12-04,Dining,16.28,4.72,0.14,1
T200509,M100571,2025-12-14,Gifts,15.39,8.05,1.22,1
T200510,M101651,2026-01-07,Travel,27.57,9.13,1.53,1
T200511,M101330,2025-11-12,Events,18.24,8.83,0.48,1
T200512,M100285,2025-11-07,Dining,11.7,7.35,0.81,1
T200513,M100388,2025-12-06,Travel,16.51,8.85,0.93,1
T200514,M100145,2026-01-01,Events,25.56,9.69,0.76,1
T200515,M100461,2025-12-06,Dining,9.04,9.44,0.85,1
T200516,M101181,2025-11-27,Gifts,13.98,7.36,0.62,0
T200517,M101684,2026-02-03,Travel,22.84,11.05,0.68,0
T200518,M100866,2025-10-30,Lifestyle,3.92,9.8,1.92,1
T200519,M100146,2025-09-27,Dining,11.84,6.39,0.94,1
T200520,M100085,2025-12-30,Travel,19.41,10.09,0.0,1
T200521,M100746,2025-12-17,Lifestyle,13.73,6.94,0.7,1
T200522,M100476,2026-02-09,Lifestyle,11.98,4.86,0.74,1
T200523,M101038,2025-11-13,Events,18.93,6.8,1.47,1
T200524,M100212,2025-12-11,Dining,10.95,7.56,1.41,0
T200525,M100414,2025-09-24,Travel,23.04,11.08,0.93,1
T200526,M101000,2025-09-15,Events,23.28,15.28,0.5,1
T200527,M100505,2025-10-09,Dining,9.05,4.41,0.98,1
T200528,M100656,2026-01-19,Dining,13.97,4.64,0.59,1
T200529,M100399,2026-01-21,Events,21.13,9.96,1.0,1
T200530,M100092,2025-11-30,Dining,15.08,4.76,1.24,1
T200531,M100621,2025-11-06,Lifestyle,14.65,3.32,0.69,1
T200532,M100593,2026-02-20,Dining,13.34,7.83,0.97,1
T200533,M101617,2025-11-28,Lifestyle,9.63,2.07,1.16,1
T200534,M101606,2026-02-10,Events,8.6,8.87,1.07,1
T200535,M100776,2026-01-10,Lifestyle,12.1,7.0,0.32,1
T200536,M100518,2025-12-23,Gifts,16.98,8.28,0.88,1
T200537,M100752,2026-02-18,Dining,14.89,7.47,0.0,1
T200538,M101094,2026-01-09,Dining,8.73,11.02,1.01,1
T200539,M100695,2025-11-04,Dining,10.15,5.33,1.19,1
T200540,M101361,2025-08-30,Gifts,13.46,5.12,1.05,1
T200541,M101735,2025-10-08,Dining,12.26,11.56,1.01,1
T200542,M100726,2026-01-01,Gifts,13.57,7.69,1.0,1
T200543,M100211,2025-09-09,Lifestyle,13.6,4.43,1.1,1
T200544,M100217,2025-12-08,Travel,20.1,6.66,0.58,1
T200545,M101569,2025-12-24,Gifts,10.64,5.44,0.67,1
T200546,M100748,2025-09-26,Lifestyle,7.93,4.6,0.94,1
T200547,M100588,2025-12-16,Gifts,11.61,5.21,1.34,1
T200548,M101114,2025-10-16,Dining,8.61,2.87,1.08,1
T200549,M101721,2026-01-27,Travel,30.27,11.21,1.15,1
T200550,M100764,2025-12-28,Events,15.97,10.12,0.79,1
T200551,M100567,2025-09-01,Travel,23.17,8.64,0.93,0
T200552,M101552,2026-01-13,Events,12.63,7.72,0.87,1
T200553,M100149,2025-09-26,Lifestyle,11.77,6.63,0.46,1
T200554,M101519,2025-12-04,Travel,19.17,9.66,1.01,1
T200555,M100936,2025-09-06,Travel,19.92,13.46,0.84,1
T200556,M100036,2025-12-13,Dining,11.61,6.38,1.21,1
T200557,M100410,2025-11-28,Lifestyle,15.03,3.92,0.37,1
T200558,M101222,2025-12-16,Dining,6.46,6.38,0.73,1
T200559,M101355,2026-01-19,Dining,13.45,6.64,0.25,0
T200560,M100352,2025-09-27,Events,21.5,8.42,1.04,1
T200561,M101183,2025-11-14,Events,17.43,7.7,1.18,1
T200562,M101780,2025-11-27,Travel,25.65,10.19,1.03,1
T200563,M101235,2025-12-21,Events,21.78,9.01,1.59,1
T200564,M101264,2025-10-09,Events,17.09,8.67,1.09,1
T200565,M100348,2025-12-25,Dining,10.7,3.57,0.59,1
T200566,M101147,2026-01-14,Travel,18.08,9.4,1.33,1
T200567,M101275,2026-02-11,Gifts,12.76,7.44,1.62,1
T200568,M100199,2025-09-21,Travel,19.73,12.38,1.14,1
T200569,M100560,2026-02-12,Lifestyle,17.06,5.11,0.64,1
T200570,M101588,2025-09-26,Dining,10.69,4.95,0.67,1
T200571,M101797,2025-12-19,Events,19.29,8.58,1.02,1
T200572,M100311,2026-02-25,Gifts,13.09,3.65,0.76,0
T200573,M101317,2025-09-12,Events,16.93,4.59,1.28,1
T200574,M100902,2025-10-15,Dining,16.52,7.4,0.82,1
T200575,M101062,2025-10-18,Events,16.6,8.71,1.2,1
T200576,M100919,2025-11-19,Lifestyle,10.51,6.74,1.14,1
T200577,M101560,2025-10-12,Travel,24.82,12.35,0.41,1
T200578,M100801,2026-02-02,Dining,14.08,5.8,0.87,1
T200579,M101060,2026-01-14,Dining,13.28,5.43,1.26,1
T200580,M101204,2025-11-20,Travel,19.87,11.4,0.85,0
T200581,M100994,2025-10-16,Dining,7.46,7.15,1.02,1
T200582,M101583,2025-11-12,Lifestyle,12.27,6.36,0.96,1
T200583,M100427,2025-12-14,Lifestyle,11.65,4.79,0.61,1
T200584,M101706,2025-10-28,Lifestyle,8.57,6.76,1.5,1
T200585,M101220,2026-02-15,Travel,17.51,10.79,0.64,1
T200586,M101728,2025-11-26,Travel,23.7,10.74,0.58,0
T200587,M100674,2025-12-16,Travel,13.12,9.93,1.27,1
T200588,M100861,2025-11-28,Dining,8.78,7.04,0.71,1
T200589,M100077,2026-02-02,Events,15.32,10.13,0.93,1
T200590,M101663,2025-09-16,Dining,11.22,7.72,1.05,1
T200591,M101468,2025-09-25,Dining,11.77,7.53,1.26,1
T200592,M100533,2025-09-09,Lifestyle,10.72,7.86,0.17,1
T200593,M100093,2025-09-27,Gifts,12.09,5.03,0.85,1
T200594,M101254,2025-10-29,Lifestyle,15.01,8.0,0.8,1
T200595,M101210,2026-01-05,Travel,17.18,10.36,0.89,0
T200596,M100949,2026-02-05,Lifestyle,4.48,7.46,1.17,1
T200597,M100282,2025-11-07,Travel,18.41,10.66,1.42,1
T200598,M101653,2025-09-08,Dining,12.25,6.87,0.97,1
T200599,M100778,2025-12-22,Travel,21.19,8.61,0.63,1
T200600,M101304,2025-08-31,Events,18.99,10.19,0.98,1
T200601,M101546,2026-01-29,Travel,33.84,14.06,1.1,1
T200602,M100986,2026-01-06,Gifts,13.2,9.57,1.0,1
T200603,M100169,2025-11-01,Travel,20.46,10.23,1.27,1
T200604,M101597,2025-11-29,Lifestyle,11.87,9.22,0.66,1
T200605,M101200,2025-10-12,Dining,7.02,5.7,0.68,1
T200606,M101609,2025-12-25,Gifts,12.89,7.25,0.96,1
T200607,M101102,2025-10-09,Lifestyle,9.57,6.11,1.3,1
T200608,M101633,2026-01-02,Events,19.21,10.79,1.5,1
T200609,M101561,2026-01-30,Lifestyle,9.5,7.87,1.09,1
T200610,M100388,2025-11-15,Gifts,11.01,4.92,1.01,1
T200611,M100310,2025-11-25,Dining,8.43,7.87,0.57,1
T200612,M100288,2025-11-15,Gifts,10.83,6.61,1.16,1
T200613,M101439,2026-02-21,Gifts,13.06,7.16,0.51,1
T200614,M100432,2025-12-13,Dining,10.71,3.55,1.28,1
T200615,M100810,2026-02-09,Travel,30.06,13.36,0.96,1
T200616,M101418,2025-10-04,Dining,10.17,3.22,0.95,1
T200617,M100771,2026-02-11,Travel,17.02,8.6,1.36,1
T200618,M100111,2025-09-11,Lifestyle,16.04,3.54,0.95,1
T200619,M100651,2026-02-15,Lifestyle,6.62,3.98,0.77,1
T200620,M100170,2025-11-08,Gifts,9.04,5.94,1.0,1
T200621,M100694,2025-12-27,Travel,12.98,9.24,0.6,1
T200622,M101326,2026-02-06,Travel,21.65,11.78,0.99,1
T200623,M100935,2025-12-23,Dining,14.38,6.16,0.84,1
T200624,M101214,2026-02-18,Travel,20.82,9.8,0.67,1
T200625,M100192,2025-10-23,Gifts,11.36,4.53,1.74,1
T200626,M101350,2025-09-22,Events,12.81,9.85,0.84,1
T200627,M100765,2025-12-28,Events,18.5,9.68,0.7,1
T200628,M100516,2025-12-08,Dining,10.01,6.95,0.31,1
T200629,M101173,2026-01-31,Lifestyle,9.99,7.37,0.64,1
T200630,M100242,2025-12-01,Travel,23.21,12.01,1.17,1
T200631,M100896,2025-09-08,Travel,25.85,12.62,0.36,1
T200632,M100759,2025-11-21,Travel,20.76,10.76,0.5,1
T200633,M100298,2025-09-21,Travel,17.76,11.49,1.24,1
T200634,M101713,2025-10-08,Events,15.56,9.64,0.77,1
T200635,M100653,2026-02-03,Events,22.47,9.88,0.73,1
T200636,M100073,2026-02-16,Events,19.08,12.28,0.93,1
T200637,M100797,2025-12-22,Dining,13.1,8.48,1.32,1
T200638,M101739,2025-09-09,Lifestyle,7.22,5.91,0.57,0
T200639,M101203,2026-01-26,Gifts,9.94,7.12,1.59,1
T200640,M101146,2026-02-17,Lifestyle,11.16,6.82,0.93,1
T200641,M101621,2025-09-06,Dining,9.19,6.76,0.88,1
T200642,M100151,2026-01-21,Lifestyle,12.58,3.36,1.12,1
T200643,M100990,2025-12-23,Gifts,14.47,4.02,0.14,1
T200644,M100577,2025-10-08,Events,18.62,9.96,1.0,1
T200645,M101217,2026-02-08,Dining,9.64,6.07,0.97,1
T200646,M101534,2026-01-26,Dining,15.68,4.48,1.54,1
T200647,M100138,2025-10-18,Lifestyle,7.0,2.83,1.7,1
T200648,M100284,2026-02-24,Travel,24.38,11.69,0.96,1
T200649,M101718,2025-10-20,Gifts,9.24,6.02,0.94,1
T200650,M100885,2025-11-20,Gifts,14.9,8.16,0.84,1
T200651,M100567,2026-01-13,Gifts,12.04,10.08,0.89,1
T200652,M100274,2025-11-07,Travel,25.43,9.43,0.76,1
T200653,M100637,2025-12-30,Lifestyle,9.44,7.21,1.25,1
T200654,M100008,2025-09-08,Travel,25.15,14.73,1.38,1
T200655,M100401,2025-12-13,Lifestyle,7.2,3.63,1.33,1
T200656,M100329,2025-10-14,Travel,21.98,7.74,1.36,1
T200657,M100152,2026-01-08,Dining,15.04,9.25,1.07,1
T200658,M101744,2025-09-28,Travel,12.11,9.84,1.17,1
T200659,M101422,2026-01-05,Gifts,11.66,7.1,1.15,1
T200660,M101692,2025-11-26,Events,23.79,11.74,0.38,1
T200661,M100432,2025-10-04,Dining,8.43,7.93,0.8,1
T200662,M100519,2025-09-12,Dining,7.88,6.76,0.7,1
T200663,M100508,2025-10-13,Gifts,13.72,8.48,0.86,1
T200664,M101005,2025-10-28,Dining,9.72,3.84,0.85,1
T200665,M100327,2025-10-24,Dining,12.32,8.37,1.12,1
T200666,M100423,2025-12-14,Gifts,10.48,8.82,0.75,1
T200667,M101754,2025-10-25,Travel,16.5,11.5,0.1,1
T200668,M100633,2025-11-14,Dining,16.82,6.9,1.01,1
T200669,M101405,2025-11-24,Travel,21.92,13.85,0.81,1
T200670,M100412,2025-12-31,Events,22.59,10.96,1.06,1
T200671,M101673,2025-12-24,Events,23.41,11.14,0.49,1
T200672,M101248,2026-02-03,Dining,12.16,9.05,1.06,0
T200673,M101551,2025-10-19,Travel,21.17,8.85,0.6,0
T200674,M100929,2026-02-22,Travel,23.34,12.81,0.31,1
T200675,M101631,2026-02-05,Travel,25.68,9.84,0.78,1
T200676,M100652,2026-01-04,Dining,11.38,4.44,0.29,1
T200677,M100862,2026-01-31,Travel,19.42,7.73,0.67,1
T200678,M100110,2025-10-14,Gifts,11.08,2.73,0.94,1
T200679,M100306,2026-02-03,Dining,15.34,5.31,0.42,1
T200680,M101388,2025-12-05,Lifestyle,15.19,7.65,1.01,1
T200681,M100588,2025-10-17,Lifestyle,6.9,6.05,0.42,1
T200682,M100183,2025-11-11,Travel,21.93,7.2,0.56,1
T200683,M100526,2025-11-11,Gifts,8.02,1.56,0.52,1
T200684,M100635,2025-12-26,Events,22.88,9.27,1.11,0
T200685,M101290,2025-12-06,Dining,5.82,4.47,0.96,1
T200686,M100162,2025-10-10,Travel,21.31,13.86,0.73,1
T200687,M100046,2025-12-02,Lifestyle,10.09,5.97,0.14,1
T200688,M101303,2025-10-23,Dining,16.19,10.66,0.87,1
T200689,M100255,2025-09-30,Events,13.53,7.21,0.47,1
T200690,M100755,2026-01-12,Events,13.56,11.24,0.45,0
T200691,M101229,2026-02-04,Dining,11.42,7.04,1.11,1
T200692,M100925,2025-12-04,Events,18.02,7.89,0.59,1
T200693,M100222,2025-12-19,Lifestyle,11.58,6.46,0.91,1
T200694,M101299,2026-01-30,Dining,11.37,5.63,0.57,1
T200695,M100086,2025-10-12,Dining,8.08,5.45,1.2,1
T200696,M100418,2025-11-05,Dining,15.54,4.51,1.08,1
T200697,M100196,2025-10-30,Gifts,16.08,10.15,1.25,1
T200698,M100922,2025-10-21,Events,20.18,10.33,1.31,1
T200699,M101243,2025-12-09,Events,14.2,7.35,0.37,1
T200700,M101169,2025-11-26,Gifts,17.19,6.7,1.59,0
T200701,M100250,2026-01-16,Lifestyle,12.96,5.37,0.03,1
T200702,M100618,2025-10-17,Dining,14.96,8.52,0.69,1
T200703,M100263,2025-09-08,Lifestyle,7.2,5.48,0.74,1
T200704,M100616,2025-09-21,Travel,19.66,10.37,0.28,1
T200705,M100414,2025-12-14,Dining,16.32,6.37,0.72,1
T200706,M101332,2026-02-17,Dining,8.7,7.47,1.23,1
T200707,M101351,2025-09-20,Travel,22.02,10.42,0.94,0
T200708,M101473,2025-11-14,Lifestyle,14.08,8.25,0.33,1
T200709,M100360,2025-10-08,Events,14.17,9.05,0.78,1
T200710,M100024,2026-01-02,Events,21.51,13.75,1.22,1
T200711,M100063,2025-09-23,Dining,13.26,6.35,0.61,1
T200712,M101518,2025-09-28,Dining,6.35,4.57,0.76,1
T200713,M101630,2026-02-22,Lifestyle,9.33,5.3,1.06,1
T200714,M100381,2025-11-16,Lifestyle,12.77,4.7,1.17,0
T200715,M101577,2025-12-02,Events,12.42,7.04,1.12,1
T200716,M100953,2025-10-30,Dining,13.7,8.74,0.77,1
T200717,M100332,2026-01-10,Dining,11.53,5.54,0.31,0
T200718,M100563,2026-02-08,Lifestyle,10.78,6.55,0.99,1
T200719,M100477,2026-01-07,Dining,10.06,4.31,0.37,1
T200720,M101374,2025-11-23,Dining,12.25,6.61,0.85,1
T200721,M100339,2026-01-08,Gifts,14.21,1.79,0.6,1
T200722,M100329,2025-12-04,Lifestyle,10.02,6.65,0.83,0
T200723,M101295,2025-12-17,Dining,12.53,5.06,1.33,1
T200724,M100543,2025-10-24,Gifts,15.02,8.89,0.99,1
T200725,M100450,2025-12-14,Travel,23.43,11.95,1.28,0
T200726,M101454,2026-01-30,Gifts,9.77,7.46,0.63,1
T200727,M101676,2025-11-03,Dining,10.25,5.04,1.0,1
T200728,M100999,2026-01-18,Lifestyle,9.64,8.17,0.52,1
T200729,M101489,2026-01-02,Gifts,6.97,9.54,0.82,1
T200730,M101514,2025-10-21,Lifestyle,10.85,4.65,1.07,1
T200731,M101059,2026-01-07,Events,17.42,7.0,0.21,1
T200732,M101493,2026-02-14,Lifestyle,8.93,6.11,0.84,1
T200733,M100016,2025-12-23,Events,17.39,8.96,1.07,1
T200734,M100063,2025-12-18,Events,19.49,10.58,0.73,1
T200735,M101590,2025-10-25,Dining,9.07,6.99,1.18,1
T200736,M100252,2025-10-21,Lifestyle,8.51,6.44,0.86,1
T200737,M101309,2026-02-25,Travel,14.63,8.24,0.4,1
T200738,M100756,2025-10-12,Events,18.36,12.1,1.0,1
T200739,M101418,2025-10-14,Gifts,11.51,9.35,0.92,1
T200740,M101197,2026-01-25,Gifts,12.22,6.88,0.84,1
T200741,M100129,2025-12-26,Events,17.1,11.65,0.88,1
T200742,M100606,2025-10-10,Events,12.65,8.48,1.15,1
T200743,M101275,2025-11-14,Events,24.22,8.5,0.89,1
T200744,M101658,2025-12-26,Events,11.55,10.18,1.1,0
T200745,M101448,2025-10-11,Travel,17.16,7.29,1.41,1
T200746,M101605,2025-11-04,Gifts,12.91,11.3,1.15,1
T200747,M101721,2025-11-26,Lifestyle,18.66,5.55,0.9,1
T200748,M101609,2026-02-24,Events,20.87,11.12,0.88,1
T200749,M101044,2025-11-01,Dining,12.06,9.46,0.79,1
T200750,M100605,2026-01-24,Travel,19.25,8.11,0.92,1
T200751,M100914,2025-09-13,Lifestyle,14.3,3.48,0.94,1
T200752,M101432,2026-01-22,Lifestyle,10.9,7.62,0.65,1
T200753,M100765,2026-02-20,Travel,19.31,13.34,0.72,1
T200754,M101495,2025-12-20,Lifestyle,6.53,7.98,0.59,1
T200755,M101262,2025-12-25,Travel,20.06,8.13,1.15,0
T200756,M100376,2025-12-24,Lifestyle,5.71,8.91,0.98,1
T200757,M101657,2025-09-12,Lifestyle,13.55,10.16,0.89,1
T200758,M101523,2026-01-07,Events,15.8,7.77,0.66,1
T200759,M101079,2025-09-28,Lifestyle,7.78,6.82,1.11,1
T200760,M100349,2026-01-27,Events,19.29,9.77,0.67,0
T200761,M100409,2025-11-06,Travel,22.89,10.08,0.65,1
T200762,M101510,2026-02-02,Lifestyle,19.01,6.02,1.15,1
T200763,M100031,2026-01-15,Dining,9.25,5.72,0.76,1
T200764,M100870,2026-01-30,Dining,8.72,4.44,0.99,1
T200765,M101114,2025-12-28,Dining,15.4,8.29,0.71,1
T200766,M100418,2025-12-05,Events,15.26,9.84,0.81,1
T200767,M101556,2025-09-24,Gifts,6.96,9.12,0.88,1
T200768,M100940,2025-10-12,Lifestyle,11.14,7.11,1.26,1
T200769,M100118,2025-10-23,Lifestyle,9.33,6.58,1.03,1
T200770,M100576,2025-11-29,Lifestyle,12.03,9.34,1.07,1
T200771,M100715,2026-01-05,Gifts,11.98,7.49,1.07,1
T200772,M100401,2026-01-03,Lifestyle,13.23,5.11,1.25,1
T200773,M101692,2026-02-02,Travel,28.52,13.32,1.47,1
T200774,M100648,2025-10-29,Gifts,10.69,5.12,1.09,1
T200775,M100903,2025-10-08,Dining,9.11,6.41,0.58,1
T200776,M100963,2025-11-19,Dining,8.42,6.74,1.0,1
T200777,M100397,2025-11-14,Dining,12.31,6.8,1.36,1
T200778,M101022,2025-12-20,Dining,8.42,7.37,0.45,1
T200779,M100636,2025-09-05,Lifestyle,14.79,6.77,1.48,1
T200780,M100018,2025-09-19,Events,15.8,8.9,1.15,1
T200781,M100734,2025-12-14,Lifestyle,12.67,6.62,1.01,0
T200782,M101050,2025-10-13,Events,21.16,7.55,0.8,1
T200783,M100211,2025-12-25,Gifts,9.88,4.73,0.71,1
T200784,M101402,2026-02-03,Travel,24.2,9.29,1.26,1
T200785,M101189,2026-01-04,Lifestyle,14.92,7.84,0.45,1
T200786,M100557,2025-09-28,Dining,11.09,9.16,1.67,1
T200787,M101065,2025-12-01,Gifts,6.83,6.04,1.22,1
T200788,M100546,2025-09-23,Lifestyle,13.4,9.77,1.09,1
T200789,M101165,2025-12-29,Gifts,18.97,4.79,1.03,1
T200790,M100277,2025-12-05,Lifestyle,12.12,7.29,0.66,1
T200791,M101099,2026-02-12,Travel,22.13,10.19,0.97,1
T200792,M100099,2025-10-08,Travel,16.82,10.62,0.39,1
T200793,M100030,2025-12-31,Dining,7.65,4.94,0.53,1
T200794,M100457,2026-02-09,Travel,26.06,13.26,0.34,1
T200795,M100314,2026-01-17,Dining,7.65,6.68,0.93,1
T200796,M100883,2025-10-29,Gifts,7.92,6.34,0.74,1
T200797,M100298,2025-10-02,Lifestyle,10.77,5.02,0.83,1
T200798,M100440,2025-09-07,Gifts,9.37,3.06,0.98,1
T200799,M100176,2026-01-14,Lifestyle,13.06,5.83,1.34,1
T200800,M101596,2025-11-11,Events,16.42,9.89,0.37,1
T200801,M101323,2025-12-05,Dining,8.57,3.46,1.4,1
T200802,M100391,2025-10-20,Gifts,16.31,3.8,0.94,1
T200803,M100216,2025-10-27,Travel,22.66,9.01,0.74,1
T200804,M101530,2026-02-13,Travel,24.34,10.39,0.99,1
T200805,M101202,2026-01-30,Lifestyle,11.19,11.81,1.04,1
T200806,M101594,2025-11-11,Travel,19.47,10.9,1.31,0
T200807,M100321,2025-11-22,Travel,23.41,9.74,0.84,1
T200808,M100645,2025-09-19,Dining,12.15,8.06,0.45,0
T200809,M100212,2025-09-26,Gifts,14.14,5.9,0.42,1
T200810,M100762,2026-02-15,Dining,10.28,6.46,1.15,1
T200811,M100292,2025-11-12,Events,11.61,11.8,1.08,1
T200812,M100007,2025-12-14,Travel,13.35,5.77,1.53,1
T200813,M100915,2025-12-01,Gifts,16.69,4.28,0.4,1
T200814,M101762,2026-02-14,Lifestyle,17.12,8.47,1.06,1
T200815,M101161,2025-09-28,Dining,13.11,4.29,1.2,1
T200816,M101362,2026-01-27,Gifts,6.42,4.27,1.01,1
T200817,M101461,2025-09-08,Dining,11.59,7.5,0.84,1
T200818,M101749,2025-09-11,Dining,10.55,6.29,0.79,1
T200819,M100231,2025-10-01,Travel,23.91,11.13,0.79,1
T200820,M100451,2026-02-04,Travel,20.75,10.01,0.99,1
T200821,M101109,2025-12-14,Lifestyle,11.9,7.24,1.32,1
T200822,M101477,2026-02-21,Lifestyle,8.64,5.84,0.46,1
T200823,M101392,2025-11-07,Lifestyle,15.59,8.12,0.77,1
T200824,M101309,2025-09-23,Dining,8.69,7.72,1.43,1
T200825,M100562,2025-11-23,Gifts,14.88,5.35,0.45,1
T200826,M100656,2026-02-21,Events,14.88,5.6,1.06,1
T200827,M100143,2026-01-02,Dining,10.93,5.76,0.0,1
T200828,M100565,2026-01-26,Gifts,11.38,4.96,0.73,1
T200829,M100280,2025-12-09,Lifestyle,13.8,5.32,0.58,1
T200830,M101688,2025-12-21,Lifestyle,10.57,2.88,1.29,1
